,Sumo__Plant__Influent1__T,Sumo__Plant__Influent__param__TCOD,Sumo__Plant__Influent1__param__TKN,Sumo__Plant__Influent1__param__TP,Sumo__Plant__Influent__param__Q
2022-03-13 22:00:00,14.418,760.0,78.0,9.6,513.371
2022-03-13 22:15:00,14.418,760.0,78.0,9.6,231.51
2022-03-13 22:30:00,14.418,760.0,78.0,9.6,878.361
2022-03-13 22:45:00,14.418,760.0,78.0,9.6,916.692
2022-03-13 23:00:00,14.418,760.0,78.0,9.6,808.569
2022-03-13 23:15:00,14.418,760.0,78.0,9.6,572.555
2022-03-13 23:30:00,14.418,760.0,78.0,9.6,757.922
2022-03-13 23:45:00,14.418,760.0,78.0,9.6,416.663
2022-03-14 00:00:00,14.651,760.0,78.0,9.6,605.92
2022-03-14 00:15:00,14.651,760.0,78.0,9.6,810.867
2022-03-14 00:30:00,14.651,760.0,78.0,9.6,548.263
2022-03-14 00:45:00,14.651,760.0,78.0,9.6,808.762
2022-03-14 01:00:00,14.651,760.0,78.0,9.6,269.944
2022-03-14 01:15:00,14.651,760.0,78.0,9.6,448.423
2022-03-14 01:30:00,14.651,760.0,78.0,9.6,367.446
2022-03-14 01:45:00,14.651,760.0,78.0,9.6,775.723
2022-03-14 02:00:00,14.651,760.0,78.0,9.6,191.534
2022-03-14 02:15:00,14.651,760.0,78.0,9.6,893.239
2022-03-14 02:30:00,14.651,760.0,78.0,9.6,20.0443
2022-03-14 02:45:00,14.651,760.0,78.0,9.6,144.289
2022-03-14 03:00:00,14.651,760.0,78.0,9.6,31.9951
2022-03-14 03:15:00,14.651,760.0,78.0,9.6,205.521
2022-03-14 03:30:00,14.651,760.0,78.0,9.6,69.7642
2022-03-14 03:45:00,14.651,760.0,78.0,9.6,277.397
2022-03-14 04:00:00,14.651,760.0,78.0,9.6,593.68
2022-03-14 04:15:00,14.651,760.0,78.0,9.6,463.774
2022-03-14 04:30:00,14.651,760.0,78.0,9.6,347.921
2022-03-14 04:45:00,14.651,760.0,78.0,9.6,465.513
2022-03-14 05:00:00,14.651,760.0,78.0,9.6,386.706
2022-03-14 05:15:00,14.651,760.0,78.0,9.6,530.098
2022-03-14 05:30:00,14.651,760.0,78.0,9.6,216.712
2022-03-14 05:45:00,14.651,760.0,78.0,9.6,134.865
2022-03-14 06:00:00,14.651,760.0,78.0,9.6,191.11
2022-03-14 06:15:00,14.651,760.0,78.0,9.6,677.546
2022-03-14 06:30:00,14.651,760.0,78.0,9.6,478.746
2022-03-14 06:45:00,14.651,760.0,78.0,9.6,21.4359
2022-03-14 07:00:00,14.651,760.0,78.0,9.6,73.7468
2022-03-14 07:15:00,14.651,760.0,78.0,9.6,401.727
2022-03-14 07:30:00,14.651,760.0,78.0,9.6,744.811
2022-03-14 07:45:00,14.651,760.0,78.0,9.6,1076.11
2022-03-14 08:00:00,14.651,760.0,78.0,9.6,961.282
2022-03-14 08:15:00,14.651,760.0,78.0,9.6,686.458
2022-03-14 08:30:00,14.651,760.0,78.0,9.6,647.642
2022-03-14 08:45:00,14.651,760.0,78.0,9.6,1225.79
2022-03-14 09:00:00,14.651,760.0,78.0,9.6,570.581
2022-03-14 09:15:00,14.651,760.0,78.0,9.6,462.232
2022-03-14 09:30:00,14.651,760.0,78.0,9.6,936.654
2022-03-14 09:45:00,14.651,760.0,78.0,9.6,759.371
2022-03-14 10:00:00,14.651,760.0,78.0,9.6,1050.59
2022-03-14 10:15:00,14.651,760.0,78.0,9.6,906.841
2022-03-14 10:30:00,14.651,760.0,78.0,9.6,484.086
2022-03-14 10:45:00,14.651,760.0,78.0,9.6,1132.07
2022-03-14 11:00:00,14.651,760.0,78.0,9.6,663.008
2022-03-14 11:15:00,14.651,760.0,78.0,9.6,169.326
2022-03-14 11:30:00,14.651,760.0,78.0,9.6,1624.68
2022-03-14 11:45:00,14.651,760.0,78.0,9.6,1226.59
2022-03-14 12:00:00,14.651,760.0,78.0,9.6,1594.02
2022-03-14 12:15:00,14.651,760.0,78.0,9.6,457.331
2022-03-14 12:30:00,14.651,760.0,78.0,9.6,395.099
2022-03-14 12:45:00,14.651,760.0,78.0,9.6,807.398
2022-03-14 13:00:00,14.651,760.0,78.0,9.6,415.045
2022-03-14 13:15:00,14.651,760.0,78.0,9.6,766.47
2022-03-14 13:30:00,14.651,760.0,78.0,9.6,625.73
2022-03-14 13:45:00,14.651,760.0,78.0,9.6,298.747
2022-03-14 14:00:00,14.651,760.0,78.0,9.6,418.247
2022-03-14 14:15:00,14.651,760.0,78.0,9.6,680.662
2022-03-14 14:30:00,14.651,760.0,78.0,9.6,232.157
2022-03-14 14:45:00,14.651,760.0,78.0,9.6,507.732
2022-03-14 15:00:00,14.651,760.0,78.0,9.6,337.414
2022-03-14 15:15:00,14.651,760.0,78.0,9.6,218.241
2022-03-14 15:30:00,14.651,760.0,78.0,9.6,1002.44
2022-03-14 15:45:00,14.651,760.0,78.0,9.6,756.167
2022-03-14 16:00:00,14.651,760.0,78.0,9.6,722.533
2022-03-14 16:15:00,14.651,760.0,78.0,9.6,435.376
2022-03-14 16:30:00,14.651,760.0,78.0,9.6,789.621
2022-03-14 16:45:00,14.651,760.0,78.0,9.6,684.26
2022-03-14 17:00:00,14.651,760.0,78.0,9.6,314.388
2022-03-14 17:15:00,14.651,760.0,78.0,9.6,862.354
2022-03-14 17:30:00,14.651,760.0,78.0,9.6,460.099
2022-03-14 17:45:00,14.651,760.0,78.0,9.6,284.566
2022-03-14 18:00:00,14.651,760.0,78.0,9.6,617.453
2022-03-14 18:15:00,14.651,760.0,78.0,9.6,28.5924
2022-03-14 18:30:00,14.651,760.0,78.0,9.6,1060.88
2022-03-14 18:45:00,14.651,760.0,78.0,9.6,452.906
2022-03-14 19:00:00,14.651,760.0,78.0,9.6,146.499
2022-03-14 19:15:00,14.651,760.0,78.0,9.6,1073.92
2022-03-14 19:30:00,14.651,760.0,78.0,9.6,487.266
2022-03-14 19:45:00,14.651,760.0,78.0,9.6,1142.62
2022-03-14 20:00:00,14.651,760.0,78.0,9.6,1419.96
2022-03-14 20:15:00,14.651,760.0,78.0,9.6,794.397
2022-03-14 20:30:00,14.651,760.0,78.0,9.6,1200.37
2022-03-14 20:45:00,14.651,760.0,78.0,9.6,874.433
2022-03-14 21:00:00,14.651,760.0,78.0,9.6,1123.45
2022-03-14 21:15:00,14.651,760.0,78.0,9.6,1131.94
2022-03-14 21:30:00,14.651,760.0,78.0,9.6,489.732
2022-03-14 21:45:00,14.651,760.0,78.0,9.6,562.084
2022-03-14 22:00:00,14.651,760.0,78.0,9.6,366.705
2022-03-14 22:15:00,14.651,760.0,78.0,9.6,802.341
2022-03-14 22:30:00,14.651,760.0,78.0,9.6,102.022
2022-03-14 22:45:00,14.651,760.0,78.0,9.6,576.15
2022-03-14 23:00:00,14.651,760.0,78.0,9.6,1109.79
2022-03-14 23:15:00,14.651,760.0,78.0,9.6,388.095
2022-03-14 23:30:00,14.651,760.0,78.0,9.6,1031.35
2022-03-14 23:45:00,14.651,760.0,78.0,9.6,898.231
2022-03-15 00:00:00,14.948,760.0,78.0,9.6,622.678
2022-03-15 00:15:00,14.948,760.0,78.0,9.6,447.312
2022-03-15 00:30:00,14.948,760.0,78.0,9.6,412.677
2022-03-15 00:45:00,14.948,760.0,78.0,9.6,853.843
2022-03-15 01:00:00,14.948,760.0,78.0,9.6,512.499
2022-03-15 01:15:00,14.948,760.0,78.0,9.6,767.623
2022-03-15 01:30:00,14.948,760.0,78.0,9.6,291.505
2022-03-15 01:45:00,14.948,760.0,78.0,9.6,403.207
2022-03-15 02:00:00,14.948,760.0,78.0,9.6,680.65
2022-03-15 02:15:00,14.948,760.0,78.0,9.6,173.806
2022-03-15 02:30:00,14.948,760.0,78.0,9.6,147.61
2022-03-15 02:45:00,14.948,760.0,78.0,9.6,52.2713
2022-03-15 03:00:00,14.948,760.0,78.0,9.6,533.312
2022-03-15 03:15:00,14.948,760.0,78.0,9.6,577.462
2022-03-15 03:30:00,14.948,760.0,78.0,9.6,491.74
2022-03-15 03:45:00,14.948,760.0,78.0,9.6,83.0305
2022-03-15 04:00:00,14.948,760.0,78.0,9.6,50.4738
2022-03-15 04:15:00,14.948,760.0,78.0,9.6,29.3706
2022-03-15 04:30:00,14.948,760.0,78.0,9.6,398.99
2022-03-15 04:45:00,14.948,760.0,78.0,9.6,11.6396
2022-03-15 05:00:00,14.948,760.0,78.0,9.6,101.161
2022-03-15 05:15:00,14.948,760.0,78.0,9.6,18.4146
2022-03-15 05:30:00,14.948,760.0,78.0,9.6,395.969
2022-03-15 05:45:00,14.948,760.0,78.0,9.6,155.947
2022-03-15 06:00:00,14.948,760.0,78.0,9.6,438.679
2022-03-15 06:15:00,14.948,760.0,78.0,9.6,143.447
2022-03-15 06:30:00,14.948,760.0,78.0,9.6,404.269
2022-03-15 06:45:00,14.948,760.0,78.0,9.6,456.239
2022-03-15 07:00:00,14.948,760.0,78.0,9.6,33.5821
2022-03-15 07:15:00,14.948,760.0,78.0,9.6,563.836
2022-03-15 07:30:00,14.948,760.0,78.0,9.6,268.22
2022-03-15 07:45:00,14.948,760.0,78.0,9.6,348.949
2022-03-15 08:00:00,14.948,760.0,78.0,9.6,601.324
2022-03-15 08:15:00,14.948,760.0,78.0,9.6,635.752
2022-03-15 08:30:00,14.948,760.0,78.0,9.6,743.792
2022-03-15 08:45:00,14.948,760.0,78.0,9.6,815.616
2022-03-15 09:00:00,14.948,760.0,78.0,9.6,700.6
2022-03-15 09:15:00,14.948,760.0,78.0,9.6,353.393
2022-03-15 09:30:00,14.948,760.0,78.0,9.6,825.727
2022-03-15 09:45:00,14.948,760.0,78.0,9.6,589.023
2022-03-15 10:00:00,14.948,760.0,78.0,9.6,1479.37
2022-03-15 10:15:00,14.948,760.0,78.0,9.6,1117.11
2022-03-15 10:30:00,14.948,760.0,78.0,9.6,451.725
2022-03-15 10:45:00,14.948,760.0,78.0,9.6,218.961
2022-03-15 11:00:00,14.948,760.0,78.0,9.6,406.372
2022-03-15 11:15:00,14.948,760.0,78.0,9.6,591.199
2022-03-15 11:30:00,14.948,760.0,78.0,9.6,774.041
2022-03-15 11:45:00,14.948,760.0,78.0,9.6,649.5
2022-03-15 12:00:00,14.948,760.0,78.0,9.6,1030.17
2022-03-15 12:15:00,14.948,760.0,78.0,9.6,703.838
2022-03-15 12:30:00,14.948,760.0,78.0,9.6,248.505
2022-03-15 12:45:00,14.948,760.0,78.0,9.6,571.301
2022-03-15 13:00:00,14.948,760.0,78.0,9.6,672.865
2022-03-15 13:15:00,14.948,760.0,78.0,9.6,886.293
2022-03-15 13:30:00,14.948,760.0,78.0,9.6,337.597
2022-03-15 13:45:00,14.948,760.0,78.0,9.6,616.458
2022-03-15 14:00:00,14.948,760.0,78.0,9.6,730.355
2022-03-15 14:15:00,14.948,760.0,78.0,9.6,753.637
2022-03-15 14:30:00,14.948,760.0,78.0,9.6,723.058
2022-03-15 14:45:00,14.948,760.0,78.0,9.6,1192.61
2022-03-15 15:00:00,14.948,760.0,78.0,9.6,950.817
2022-03-15 15:15:00,14.948,760.0,78.0,9.6,776.675
2022-03-15 15:30:00,14.948,760.0,78.0,9.6,1637.94
2022-03-15 15:45:00,14.948,760.0,78.0,9.6,20.8743
2022-03-15 16:00:00,14.948,760.0,78.0,9.6,519.399
2022-03-15 16:15:00,14.948,760.0,78.0,9.6,799.121
2022-03-15 16:30:00,14.948,760.0,78.0,9.6,858.1
2022-03-15 16:45:00,14.948,760.0,78.0,9.6,822.062
2022-03-15 17:00:00,14.948,760.0,78.0,9.6,1359.7
2022-03-15 17:15:00,14.948,760.0,78.0,9.6,192.959
2022-03-15 17:30:00,14.948,760.0,78.0,9.6,683.018
2022-03-15 17:45:00,14.948,760.0,78.0,9.6,392.078
2022-03-15 18:00:00,14.948,760.0,78.0,9.6,879.219
2022-03-15 18:15:00,14.948,760.0,78.0,9.6,512.309
2022-03-15 18:30:00,14.948,760.0,78.0,9.6,156.057
2022-03-15 18:45:00,14.948,760.0,78.0,9.6,723.171
2022-03-15 19:00:00,14.948,760.0,78.0,9.6,688.881
2022-03-15 19:15:00,14.948,760.0,78.0,9.6,593.304
2022-03-15 19:30:00,14.948,760.0,78.0,9.6,747.845
2022-03-15 19:45:00,14.948,760.0,78.0,9.6,673.054
2022-03-15 20:00:00,14.948,760.0,78.0,9.6,778.097
2022-03-15 20:15:00,14.948,760.0,78.0,9.6,688.923
2022-03-15 20:30:00,14.948,760.0,78.0,9.6,412.421
2022-03-15 20:45:00,14.948,760.0,78.0,9.6,808.887
2022-03-15 21:00:00,14.948,760.0,78.0,9.6,482.1
2022-03-15 21:15:00,14.948,760.0,78.0,9.6,842.389
2022-03-15 21:30:00,14.948,760.0,78.0,9.6,834.159
2022-03-15 21:45:00,14.948,760.0,78.0,9.6,773.483
2022-03-15 22:00:00,14.948,760.0,78.0,9.6,173.001
2022-03-15 22:15:00,14.948,760.0,78.0,9.6,581.39
2022-03-15 22:30:00,14.948,760.0,78.0,9.6,1010.13
2022-03-15 22:45:00,14.948,760.0,78.0,9.6,256.422
2022-03-15 23:00:00,14.948,760.0,78.0,9.6,689.302
2022-03-15 23:15:00,14.948,760.0,78.0,9.6,109.059
2022-03-15 23:30:00,14.948,760.0,78.0,9.6,343.972
2022-03-15 23:45:00,14.948,760.0,78.0,9.6,643.845
2022-03-16 00:00:00,15.131,880.0,77.0,9.3,293.883
2022-03-16 00:15:00,15.131,880.0,77.0,9.3,635.294
2022-03-16 00:30:00,15.131,880.0,77.0,9.3,706.935
2022-03-16 00:45:00,15.131,880.0,77.0,9.3,434.882
2022-03-16 01:00:00,15.131,880.0,77.0,9.3,144.823
2022-03-16 01:15:00,15.131,880.0,77.0,9.3,174.591
2022-03-16 01:30:00,15.131,880.0,77.0,9.3,624.991
2022-03-16 01:45:00,15.131,880.0,77.0,9.3,599.078
2022-03-16 02:00:00,15.131,880.0,77.0,9.3,178.589
2022-03-16 02:15:00,15.131,880.0,77.0,9.3,338.503
2022-03-16 02:30:00,15.131,880.0,77.0,9.3,637.778
2022-03-16 02:45:00,15.131,880.0,77.0,9.3,336.992
2022-03-16 03:00:00,15.131,880.0,77.0,9.3,657.801
2022-03-16 03:15:00,15.131,880.0,77.0,9.3,155.972
2022-03-16 03:30:00,15.131,880.0,77.0,9.3,273.79
2022-03-16 03:45:00,15.131,880.0,77.0,9.3,510.588
2022-03-16 04:00:00,15.131,880.0,77.0,9.3,299.391
2022-03-16 04:15:00,15.131,880.0,77.0,9.3,241.227
2022-03-16 04:30:00,15.131,880.0,77.0,9.3,577.645
2022-03-16 04:45:00,15.131,880.0,77.0,9.3,231.98
2022-03-16 05:00:00,15.131,880.0,77.0,9.3,274.888
2022-03-16 05:15:00,15.131,880.0,77.0,9.3,74.5586
2022-03-16 05:30:00,15.131,880.0,77.0,9.3,217.655
2022-03-16 05:45:00,15.131,880.0,77.0,9.3,188.141
2022-03-16 06:00:00,15.131,880.0,77.0,9.3,164.7
2022-03-16 06:15:00,15.131,880.0,77.0,9.3,291.218
2022-03-16 06:30:00,15.131,880.0,77.0,9.3,185.324
2022-03-16 06:45:00,15.131,880.0,77.0,9.3,550.451
2022-03-16 07:00:00,15.131,880.0,77.0,9.3,175.192
2022-03-16 07:15:00,15.131,880.0,77.0,9.3,136.779
2022-03-16 07:30:00,15.131,880.0,77.0,9.3,410.724
2022-03-16 07:45:00,15.131,880.0,77.0,9.3,441.856
2022-03-16 08:00:00,15.131,880.0,77.0,9.3,803.885
2022-03-16 08:15:00,15.131,880.0,77.0,9.3,1137.87
2022-03-16 08:30:00,15.131,880.0,77.0,9.3,606.537
2022-03-16 08:45:00,15.131,880.0,77.0,9.3,1248.15
2022-03-16 09:00:00,15.131,880.0,77.0,9.3,1049.86
2022-03-16 09:15:00,15.131,880.0,77.0,9.3,365.185
2022-03-16 09:30:00,15.131,880.0,77.0,9.3,477.818
2022-03-16 09:45:00,15.131,880.0,77.0,9.3,613.73
2022-03-16 10:00:00,15.131,880.0,77.0,9.3,857.92
2022-03-16 10:15:00,15.131,880.0,77.0,9.3,300.829
2022-03-16 10:30:00,15.131,880.0,77.0,9.3,1172.75
2022-03-16 10:45:00,15.131,880.0,77.0,9.3,1160.43
2022-03-16 11:00:00,15.131,880.0,77.0,9.3,758.895
2022-03-16 11:15:00,15.131,880.0,77.0,9.3,722.737
2022-03-16 11:30:00,15.131,880.0,77.0,9.3,621.753
2022-03-16 11:45:00,15.131,880.0,77.0,9.3,615.18
2022-03-16 12:00:00,15.131,880.0,77.0,9.3,626.166
2022-03-16 12:15:00,15.131,880.0,77.0,9.3,1095.0
2022-03-16 12:30:00,15.131,880.0,77.0,9.3,994.305
2022-03-16 12:45:00,15.131,880.0,77.0,9.3,1055.69
2022-03-16 13:00:00,15.131,880.0,77.0,9.3,70.0969
2022-03-16 13:15:00,15.131,880.0,77.0,9.3,119.075
2022-03-16 13:30:00,15.131,880.0,77.0,9.3,580.844
2022-03-16 13:45:00,15.131,880.0,77.0,9.3,990.167
2022-03-16 14:00:00,15.131,880.0,77.0,9.3,768.804
2022-03-16 14:15:00,15.131,880.0,77.0,9.3,761.715
2022-03-16 14:30:00,15.131,880.0,77.0,9.3,733.672
2022-03-16 14:45:00,15.131,880.0,77.0,9.3,383.172
2022-03-16 15:00:00,15.131,880.0,77.0,9.3,790.509
2022-03-16 15:15:00,15.131,880.0,77.0,9.3,654.249
2022-03-16 15:30:00,15.131,880.0,77.0,9.3,827.112
2022-03-16 15:45:00,15.131,880.0,77.0,9.3,869.471
2022-03-16 16:00:00,15.131,880.0,77.0,9.3,81.0071
2022-03-16 16:15:00,15.131,880.0,77.0,9.3,286.342
2022-03-16 16:30:00,15.131,880.0,77.0,9.3,919.728
2022-03-16 16:45:00,15.131,880.0,77.0,9.3,454.948
2022-03-16 17:00:00,15.131,880.0,77.0,9.3,766.638
2022-03-16 17:15:00,15.131,880.0,77.0,9.3,529.985
2022-03-16 17:30:00,15.131,880.0,77.0,9.3,408.997
2022-03-16 17:45:00,15.131,880.0,77.0,9.3,653.181
2022-03-16 18:00:00,15.131,880.0,77.0,9.3,726.607
2022-03-16 18:15:00,15.131,880.0,77.0,9.3,909.285
2022-03-16 18:30:00,15.131,880.0,77.0,9.3,444.407
2022-03-16 18:45:00,15.131,880.0,77.0,9.3,301.97
2022-03-16 19:00:00,15.131,880.0,77.0,9.3,977.548
2022-03-16 19:15:00,15.131,880.0,77.0,9.3,769.482
2022-03-16 19:30:00,15.131,880.0,77.0,9.3,617.542
2022-03-16 19:45:00,15.131,880.0,77.0,9.3,1024.06
2022-03-16 20:00:00,15.131,880.0,77.0,9.3,673.777
2022-03-16 20:15:00,15.131,880.0,77.0,9.3,937.456
2022-03-16 20:30:00,15.131,880.0,77.0,9.3,635.984
2022-03-16 20:45:00,15.131,880.0,77.0,9.3,1222.14
2022-03-16 21:00:00,15.131,880.0,77.0,9.3,85.478
2022-03-16 21:15:00,15.131,880.0,77.0,9.3,393.198
2022-03-16 21:30:00,15.131,880.0,77.0,9.3,359.905
2022-03-16 21:45:00,15.131,880.0,77.0,9.3,964.697
2022-03-16 22:00:00,15.131,880.0,77.0,9.3,733.602
2022-03-16 22:15:00,15.131,880.0,77.0,9.3,839.835
2022-03-16 22:30:00,15.131,880.0,77.0,9.3,463.883
2022-03-16 22:45:00,15.131,880.0,77.0,9.3,835.666
2022-03-16 23:00:00,15.131,880.0,77.0,9.3,566.07
2022-03-16 23:15:00,15.131,880.0,77.0,9.3,815.308
2022-03-16 23:30:00,15.131,880.0,77.0,9.3,461.103
2022-03-16 23:45:00,15.131,880.0,77.0,9.3,822.66
2022-03-17 00:00:00,15.179,880.0,77.0,9.3,1121.07
2022-03-17 00:15:00,15.179,880.0,77.0,9.3,214.395
2022-03-17 00:30:00,15.179,880.0,77.0,9.3,262.968
2022-03-17 00:45:00,15.179,880.0,77.0,9.3,921.706
2022-03-17 01:00:00,15.179,880.0,77.0,9.3,346.368
2022-03-17 01:15:00,15.179,880.0,77.0,9.3,455.924
2022-03-17 01:30:00,15.179,880.0,77.0,9.3,255.717
2022-03-17 01:45:00,15.179,880.0,77.0,9.3,94.6181
2022-03-17 02:00:00,15.179,880.0,77.0,9.3,523.616
2022-03-17 02:15:00,15.179,880.0,77.0,9.3,49.8054
2022-03-17 02:30:00,15.179,880.0,77.0,9.3,124.419
2022-03-17 02:45:00,15.179,880.0,77.0,9.3,2.51469
2022-03-17 03:00:00,15.179,880.0,77.0,9.3,58.027
2022-03-17 03:15:00,15.179,880.0,77.0,9.3,300.993
2022-03-17 03:30:00,15.179,880.0,77.0,9.3,217.957
2022-03-17 03:45:00,15.179,880.0,77.0,9.3,582.171
2022-03-17 04:00:00,15.179,880.0,77.0,9.3,756.545
2022-03-17 04:15:00,15.179,880.0,77.0,9.3,721.035
2022-03-17 04:30:00,15.179,880.0,77.0,9.3,706.651
2022-03-17 04:45:00,15.179,880.0,77.0,9.3,889.18
2022-03-17 05:00:00,15.179,880.0,77.0,9.3,148.66
2022-03-17 05:15:00,15.179,880.0,77.0,9.3,78.7945
2022-03-17 05:30:00,15.179,880.0,77.0,9.3,219.849
2022-03-17 05:45:00,15.179,880.0,77.0,9.3,755.447
2022-03-17 06:00:00,15.179,880.0,77.0,9.3,590.289
2022-03-17 06:15:00,15.179,880.0,77.0,9.3,454.795
2022-03-17 06:30:00,15.179,880.0,77.0,9.3,472.383
2022-03-17 06:45:00,15.179,880.0,77.0,9.3,592.248
2022-03-17 07:00:00,15.179,880.0,77.0,9.3,820.243
2022-03-17 07:15:00,15.179,880.0,77.0,9.3,128.722
2022-03-17 07:30:00,15.179,880.0,77.0,9.3,641.334
2022-03-17 07:45:00,15.179,880.0,77.0,9.3,164.437
2022-03-17 08:00:00,15.179,880.0,77.0,9.3,1127.11
2022-03-17 08:15:00,15.179,880.0,77.0,9.3,909.731
2022-03-17 08:30:00,15.179,880.0,77.0,9.3,1021.67
2022-03-17 08:45:00,15.179,880.0,77.0,9.3,644.492
2022-03-17 09:00:00,15.179,880.0,77.0,9.3,1017.92
2022-03-17 09:15:00,15.179,880.0,77.0,9.3,282.457
2022-03-17 09:30:00,15.179,880.0,77.0,9.3,439.039
2022-03-17 09:45:00,15.179,880.0,77.0,9.3,1520.06
2022-03-17 10:00:00,15.179,880.0,77.0,9.3,976.87
2022-03-17 10:15:00,15.179,880.0,77.0,9.3,688.255
2022-03-17 10:30:00,15.179,880.0,77.0,9.3,1016.79
2022-03-17 10:45:00,15.179,880.0,77.0,9.3,975.39
2022-03-17 11:00:00,15.179,880.0,77.0,9.3,706.801
2022-03-17 11:15:00,15.179,880.0,77.0,9.3,950.103
2022-03-17 11:30:00,15.179,880.0,77.0,9.3,410.391
2022-03-17 11:45:00,15.179,880.0,77.0,9.3,673.964
2022-03-17 12:00:00,15.179,880.0,77.0,9.3,321.959
2022-03-17 12:15:00,15.179,880.0,77.0,9.3,800.696
2022-03-17 12:30:00,15.179,880.0,77.0,9.3,855.86
2022-03-17 12:45:00,15.179,880.0,77.0,9.3,766.943
2022-03-17 13:00:00,15.179,880.0,77.0,9.3,466.126
2022-03-17 13:15:00,15.179,880.0,77.0,9.3,739.718
2022-03-17 13:30:00,15.179,880.0,77.0,9.3,824.143
2022-03-17 13:45:00,15.179,880.0,77.0,9.3,1151.13
2022-03-17 14:00:00,15.179,880.0,77.0,9.3,374.084
2022-03-17 14:15:00,15.179,880.0,77.0,9.3,989.197
2022-03-17 14:30:00,15.179,880.0,77.0,9.3,187.027
2022-03-17 14:45:00,15.179,880.0,77.0,9.3,219.742
2022-03-17 15:00:00,15.179,880.0,77.0,9.3,279.622
2022-03-17 15:15:00,15.179,880.0,77.0,9.3,359.371
2022-03-17 15:30:00,15.179,880.0,77.0,9.3,684.831
2022-03-17 15:45:00,15.179,880.0,77.0,9.3,678.193
2022-03-17 16:00:00,15.179,880.0,77.0,9.3,610.507
2022-03-17 16:15:00,15.179,880.0,77.0,9.3,447.681
2022-03-17 16:30:00,15.179,880.0,77.0,9.3,94.2214
2022-03-17 16:45:00,15.179,880.0,77.0,9.3,569.039
2022-03-17 17:00:00,15.179,880.0,77.0,9.3,545.992
2022-03-17 17:15:00,15.179,880.0,77.0,9.3,932.277
2022-03-17 17:30:00,15.179,880.0,77.0,9.3,586.111
2022-03-17 17:45:00,15.179,880.0,77.0,9.3,755.856
2022-03-17 18:00:00,15.179,880.0,77.0,9.3,391.955
2022-03-17 18:15:00,15.179,880.0,77.0,9.3,552.728
2022-03-17 18:30:00,15.179,880.0,77.0,9.3,393.106
2022-03-17 18:45:00,15.179,880.0,77.0,9.3,257.789
2022-03-17 19:00:00,15.179,880.0,77.0,9.3,454.282
2022-03-17 19:15:00,15.179,880.0,77.0,9.3,768.984
2022-03-17 19:30:00,15.179,880.0,77.0,9.3,682.469
2022-03-17 19:45:00,15.179,880.0,77.0,9.3,735.531
2022-03-17 20:00:00,15.179,880.0,77.0,9.3,228.751
2022-03-17 20:15:00,15.179,880.0,77.0,9.3,1109.21
2022-03-17 20:30:00,15.179,880.0,77.0,9.3,430.658
2022-03-17 20:45:00,15.179,880.0,77.0,9.3,65.9556
2022-03-17 21:00:00,15.179,880.0,77.0,9.3,27.8599
2022-03-17 21:15:00,15.179,880.0,77.0,9.3,134.435
2022-03-17 21:30:00,15.179,880.0,77.0,9.3,806.323
2022-03-17 21:45:00,15.179,880.0,77.0,9.3,1003.93
2022-03-17 22:00:00,15.179,880.0,77.0,9.3,584.509
2022-03-17 22:15:00,15.179,880.0,77.0,9.3,164.59
2022-03-17 22:30:00,15.179,880.0,77.0,9.3,604.422
2022-03-17 22:45:00,15.179,880.0,77.0,9.3,325.57
2022-03-17 23:00:00,15.179,880.0,77.0,9.3,831.373
2022-03-17 23:15:00,15.179,880.0,77.0,9.3,646.818
2022-03-17 23:30:00,15.179,880.0,77.0,9.3,355.099
2022-03-17 23:45:00,15.179,880.0,77.0,9.3,221.839
2022-03-18 00:00:00,15.209,890.0,83.0,9.3,1087.43
2022-03-18 00:15:00,15.209,890.0,83.0,9.3,151.833
2022-03-18 00:30:00,15.209,890.0,83.0,9.3,618.671
2022-03-18 00:45:00,15.209,890.0,83.0,9.3,376.831
2022-03-18 01:00:00,15.209,890.0,83.0,9.3,176.831
2022-03-18 01:15:00,15.209,890.0,83.0,9.3,391.437
2022-03-18 01:30:00,15.209,890.0,83.0,9.3,654.646
2022-03-18 01:45:00,15.209,890.0,83.0,9.3,826.27
2022-03-18 02:00:00,15.209,890.0,83.0,9.3,43.302
2022-03-18 02:15:00,15.209,890.0,83.0,9.3,623.557
2022-03-18 02:30:00,15.209,890.0,83.0,9.3,255.753
2022-03-18 02:45:00,15.209,890.0,83.0,9.3,204.669
2022-03-18 03:00:00,15.209,890.0,83.0,9.3,348.083
2022-03-18 03:15:00,15.209,890.0,83.0,9.3,203.882
2022-03-18 03:30:00,15.209,890.0,83.0,9.3,2.57572
2022-03-18 03:45:00,15.209,890.0,83.0,9.3,25.9586
2022-03-18 04:00:00,15.209,890.0,83.0,9.3,115.041
2022-03-18 04:15:00,15.209,890.0,83.0,9.3,17.6822
2022-03-18 04:30:00,15.209,890.0,83.0,9.3,226.163
2022-03-18 04:45:00,15.209,890.0,83.0,9.3,74.0368
2022-03-18 05:00:00,15.209,890.0,83.0,9.3,7.10765
2022-03-18 05:15:00,15.209,890.0,83.0,9.3,111.794
2022-03-18 05:30:00,15.209,890.0,83.0,9.3,256.358
2022-03-18 05:45:00,15.209,890.0,83.0,9.3,13.7026
2022-03-18 06:00:00,15.209,890.0,83.0,9.3,447.443
2022-03-18 06:15:00,15.209,890.0,83.0,9.3,291.078
2022-03-18 06:30:00,15.209,890.0,83.0,9.3,276.96
